Freq,Magnitude_dB,Angle_deg
1,-24.1546148515217,86.3095507271001
1.02329299228075,-23.9554627395966,86.2238350124615
1.0471285480509,-23.7563504100191,86.1361402451694
1.07151930523761,-23.557279720639,86.0464215727074
1.09647819614318,-23.3582526152319,85.9546331859587
1.12201845430196,-23.1592711273941,85.8607283031152
1.14815362149688,-22.9603373846039,85.764659153642
1.17489755493953,-22.7614536124601,85.6663769623258
1.20226443461741,-22.5626221391021,85.5658319334413
1.23026877081238,-22.3638453998184,85.4629732350713
1.25892541179417,-22.1651259418523,85.3577489836184
1.28824955169313,-21.9664664294098,85.2501062285504
1.31825673855641,-21.7678696488787,85.1399909374253
1.34896288259165,-21.5693385142664,85.0273479812431
1.38038426460288,-21.3708760728631,84.9121211201782
1.41253754462275,-21.1724855111399,84.7942529897478
1.44543977074593,-20.9741701608871,84.6736850874777
1.47910838816821,-20.7759335056047,84.5503577601304
1.51356124843621,-20.577779187149,84.4242101915652
1.54881661891248,-20.3797110126466,84.2951803913063
1.58489319246111,-20.1817329616827,84.1632051838978
1.62181009735893,-19.9838491937714,84.0282201991322
1.65958690743756,-19.7860640561192,83.8901598632453
1.69824365246174,-19.5883820916841,83.7489573911736
1.73780082874937,-19.3908080475452,83.6045447799811
1.77827941003892,-19.1933468835853,83.4568528035651
1.81970085860998,-18.9960037814969,83.3058110087615
1.86208713666287,-18.798784154118,83.1513477129756
1.90546071796325,-18.6016936551052,82.9933900034719
1.94984459975804,-18.4047381889505,82.8318637384677
1.99526231496888,-18.2079239213488,82.6666935501792
2.04173794466953,-18.0112572899192,82.4978028499836
2.08929613085404,-17.8147450152899,82.3251138358636
2.13796208950223,-17.6183941125454,82.148547502317
2.18776162394955,-17.4222119030433,81.9680236529183
2.23872113856834,-17.2262060266017,81.783460915734
2.29086765276777,-17.0303844540592,81.5947767618001
2.34422881531992,-16.834755500205,81.4018875268851
2.39883291901949,-16.6393278370824,81.204708436769
2.45470891568503,-16.4441105076585,81.0031536362834
2.51188643150958,-16.2491129398574,80.7971362223666
2.57039578276886,-16.0543449609502,80.5865682814009
2.63026799189538,-15.8598168122925,80.3713609311097
2.69153480392691,-15.6655391643992,80.1514243673047
2.75422870333816,-15.471523132342,79.9266679157821
2.81838293126445,-15.2777802914543,79.6970000896821
2.8840315031266,-15.0843226933214,79.4623286526313
2.95120922666638,-14.8911628820383,79.2225606880035
3.01995172040201,-14.6983139107007,78.9776026746384
3.09029543251359,-14.5057893581083,78.7273605693707
3.16227766016837,-14.3136033456361,78.4717398967271
3.23593656929628,-14.1217705542428,78.2106458461577
3.31131121482591,-13.9303062415665,77.94398337717
3.38844156139202,-13.7392262590601,77.6716573327414
3.46736850452531,-13.5485470691141,77.3935725613844
3.54813389233575,-13.3582857621017,77.1096340482392
3.63078054770101,-13.1684600732829,76.8197470555676
3.71535229097172,-12.9790883994909,76.5238172730108
3.8018939632056,-12.7901898155251,76.2217509779723
3.8904514499428,-12.6017840901566,75.9134552064672
3.98107170553496,-12.4138917016577,75.5988379347687
4.07380277804112,-12.2265338527479,75.2778082721579
4.16869383470335,-12.0397324848477,74.9502766650608
4.26579518801592,-11.8535102915204,74.6161551128234
4.36515832240165,-11.6678907309751,74.2753573953414
4.46683592150962,-11.4828980374949,73.9277993127183
4.57088189614874,-11.2985572316456,73.5733989370785
4.67735141287197,-11.1148941291134,73.2120768766033
4.78630092322637,-10.9319353480077,72.8437565518008
4.89778819368445,-10.7497083144666,72.4683644839441
5.01187233627271,-10.5682412663799,72.0858305955401
5.12861383991364,-10.3875632550543,71.6960885226001
5.24807460249771,-10.2077041446247,71.2990759383915
5.37031796370252,-10.0286946090201,70.8947348882463
5.49540873857623,-9.85056612628085,70.4830121348875
5.62341325190348,-9.67335097002437,70.0638595136179
5.75439937337156,-9.49708219785445,69.6372342965839
5.88843655355588,-9.32179363650428,69.2030995651913
6.02559586074356,-9.14751986351002,68.7614245896043
6.16595001861481,-8.974296185211,68.3121852141099
6.30957344480192,-8.80215861087841,67.8553642469699
6.45654229034654,-8.63114382278246,67.3909518532223
6.60693448007594,-8.46128914201931,66.9189459487277
6.7608297539198,-8.29263248992768,66.4393525935882
6.91830970918935,-8.12521234494694,65.9521863828985
7.07945784384136,-7.95906769478195,65.4574708326232
7.24435960074988,-7.79423798376563,64.9552387582312
7.41310241300916,-7.63076305533448,64.4455326435647
7.58577575029182,-7.46868308956107,63.9284049972712
7.7624711662869,-7.30803853572137,63.403918693996
7.94328234724279,-7.14887003990889,62.8721472974137
8.12830516164097,-6.9912183677472,62.3331753620763
8.31763771102669,-6.83512432229577,61.787098710979
8.51138038202374,-6.68062865728722,61.2340246856927
8.70963589956078,-6.5277719858849,60.6740723658871
8.91250938133743,-6.37659468519346,60.1073727550777
9.12010839355907,-6.22713679681571,59.5340689294713
9.33254300796988,-6.07943792379015,58.954316146866
9.54992586021433,-5.93353712431058,58.3682819126806
9.77237220955808,-5.78947280266605,57.7761460003491
9.99999999999997,-5.64728259790559,57.1781004235218
10.2329299228075,-5.50700327077404,56.5743493577602
10.471285480509,-5.36867058951382,55.9651090097035
10.715193052376,-5.23231921517199,55.3506074320201
10.9647819614318,-5.09798258709299,54.7310842828266
11.2201845430196,-4.96569280930515,54.106790528673
11.4815362149688,-4.8354805385456,53.4779880906353
11.7489755493953,-4.70737487467843,52.8449494335331
12.0226443461741,-4.58140325428092,52.2079570987908
12.3026877081238,-4.45759134817397,51.5673031819781
12.5892541179416,-4.33596296366881,50.923288756596
12.8824955169313,-4.21653995228412,50.2762232462081
