time,V(vo1,vCE),V(vo1),V(vs)
0.000000000000000e+00,1.919019e+00,3.029357e+00,0.000000e+00
4.882812557061023e-11,1.919012e+00,3.029361e+00,3.988350e-07
9.765625114122045e-11,1.919005e+00,3.029365e+00,7.976700e-07
1.953125022824409e-10,1.918993e+00,3.029370e+00,1.595340e-06
3.906250045648818e-10,1.918975e+00,3.029377e+00,3.190680e-06
7.812500091297636e-10,1.918948e+00,3.029376e+00,6.381360e-06
1.562500018259527e-09,1.918916e+00,3.029358e+00,1.276272e-05
3.125000036519054e-09,1.918875e+00,3.029310e+00,2.552544e-05
6.250000073038109e-09,1.918823e+00,3.029238e+00,5.105088e-05
1.250000014607622e-08,1.918768e+00,3.029163e+00,1.021018e-04
2.500000029215244e-08,1.918713e+00,3.029102e+00,2.042035e-04
5.000000058430487e-08,1.918604e+00,3.029011e+00,4.084070e-04
1.000000011686097e-07,1.918198e+00,3.028673e+00,8.168139e-04
2.000000023372195e-07,1.916752e+00,3.027441e+00,1.633627e-03
4.000000046744390e-07,1.912274e+00,3.023583e+00,3.267243e-03
8.000000093488779e-07,1.900425e+00,3.013325e+00,6.534403e-03
1.600000018697756e-06,1.873381e+00,2.989877e+00,1.306815e-02
5.641406287395512e-06,1.731838e+00,2.867204e+00,4.604121e-02
1.052421878739551e-05,1.562274e+00,2.720490e+00,8.571293e-02
1.540703128739551e-05,1.395299e+00,2.576308e+00,1.250620e-01
1.784843753739551e-05,1.313025e+00,2.505377e+00,1.445693e-01
2.028984378739551e-05,1.231725e+00,2.435366e+00,1.639405e-01
2.273125003739551e-05,1.151551e+00,2.366413e+00,1.831573e-01
2.517265628739551e-05,1.072681e+00,2.298690e+00,2.022018e-01
2.761406253739551e-05,9.952198e-01,2.232289e+00,2.210560e-01
3.005546878739551e-05,9.187491e-01,2.166759e+00,2.397022e-01
3.249687503739550e-05,8.427942e-01,2.101630e+00,2.581227e-01
3.493828128739551e-05,7.677178e-01,2.037270e+00,2.763003e-01
3.737968753739551e-05,6.941130e-01,1.974242e+00,2.942179e-01
3.982109378739551e-05,6.221925e-01,1.912740e+00,3.118585e-01
4.226250003739551e-05,5.520277e-01,1.852826e+00,3.292057e-01
4.470390628739551e-05,4.837188e-01,1.794583e+00,3.462430e-01
4.714531253739552e-05,4.173605e-01,1.738091e+00,3.629544e-01
5.202812503739552e-05,2.910757e-01,1.630853e+00,3.953371e-01
5.446953128739552e-05,2.342879e-01,1.582822e+00,4.109778e-01
5.691093753739553e-05,1.887354e-01,1.544608e+00,4.262318e-01
5.935234378739553e-05,1.587379e-01,1.520005e+00,4.410846e-01
6.179375003739552e-05,1.413163e-01,1.506437e+00,4.555222e-01
6.423515628739553e-05,1.304783e-01,1.498647e+00,4.695312e-01
6.667656253739553e-05,1.227833e-01,1.493608e+00,4.830982e-01
6.911796878739553e-05,1.169066e-01,1.490154e+00,4.962106e-01
7.155937503739553e-05,1.122365e-01,1.487746e+00,5.088559e-01
7.400078128739553e-05,1.084189e-01,1.486074e+00,5.210224e-01
7.888359378739554e-05,1.024878e-01,1.484185e+00,5.438731e-01
8.376640628739554e-05,9.810913e-02,1.483600e+00,5.646769e-01
8.864921878739555e-05,9.479487e-02,1.483889e+00,5.833553e-01
9.353203128739555e-05,9.226882e-02,1.484805e+00,5.998381e-01
9.841484378739556e-05,9.036422e-02,1.486200e+00,6.140633e-01
1.032976562873956e-04,8.897591e-02,1.487978e+00,6.259772e-01
1.081804687873956e-04,8.803773e-02,1.490081e+00,6.355352e-01
1.155046875373956e-04,8.739150e-02,1.493765e+00,6.453782e-01
1.203875000373956e-04,8.744526e-02,1.496552e+00,6.489084e-01
1.252703125373956e-04,8.789039e-02,1.499605e+00,6.499962e-01
1.301531250373956e-04,8.874941e-02,1.502943e+00,6.486377e-01
