time,V(vin),V(vo1),V(vs),V(vout)
1.704860156287370e-03,3.465997e-02,2.897878e+00,5.373097e-02,-1.231488e-01
1.707650334858799e-03,3.280361e-02,2.909833e+00,5.073180e-02,-1.116872e-01
1.710440513430227e-03,3.091273e-02,2.921894e+00,4.767983e-02,-1.001186e-01
1.713230692001656e-03,2.898734e-02,2.934060e+00,4.457507e-02,-8.844288e-02
1.716020870573084e-03,2.702743e-02,2.946332e+00,4.141753e-02,-7.666010e-02
1.718811049144513e-03,2.503301e-02,2.958709e+00,3.820719e-02,-6.477024e-02
1.721601227715941e-03,2.300406e-02,2.971193e+00,3.494406e-02,-5.277330e-02
1.724391406287370e-03,2.094061e-02,2.983782e+00,3.162814e-02,-4.066929e-02
1.731715625037370e-03,1.542346e-02,3.016932e+00,2.277518e-02,-8.772495e-03
1.739039843787369e-03,9.774794e-03,3.050156e+00,1.372944e-02,2.322550e-02
1.742527567001655e-03,7.039386e-03,3.065995e+00,9.355329e-03,3.849091e-02
1.746015290215941e-03,4.303405e-03,3.081682e+00,4.984225e-03,5.361366e-02
1.749503013430226e-03,1.566851e-03,3.097217e+00,6.161242e-04,6.859375e-02
1.752990736644512e-03,-1.170276e-03,3.112601e+00,-3.748974e-03,8.343117e-02
1.756478459858798e-03,-3.907977e-03,3.127832e+00,-8.111069e-03,9.812593e-02
1.759966183073083e-03,-6.646250e-03,3.142911e+00,-1.247016e-02,1.126780e-01
1.763453906287369e-03,-9.385097e-03,3.157839e+00,-1.682625e-02,1.270875e-01
1.768685491108797e-03,-1.348028e-02,3.179847e+00,-2.333171e-02,1.483379e-01
1.773917075930226e-03,-1.747553e-02,3.200979e+00,-2.967004e-02,1.687403e-01
1.779148660751654e-03,-2.137087e-02,3.221236e+00,-3.584124e-02,1.882945e-01
1.784380245573083e-03,-2.516628e-02,3.240618e+00,-4.184531e-02,2.070007e-01
1.789611830394511e-03,-2.886177e-02,3.259124e+00,-4.768225e-02,2.248588e-01
1.794843415215939e-03,-3.245733e-02,3.276755e+00,-5.335206e-02,2.418688e-01
1.800075000037368e-03,-3.595297e-02,3.293510e+00,-5.885475e-02,2.580307e-01
1.808445535751654e-03,-4.125992e-02,3.318003e+00,-6.718549e-02,2.816332e-01
1.816816071465939e-03,-4.599773e-02,3.338875e+00,-7.459869e-02,3.017040e-01
1.825186607180225e-03,-5.016640e-02,3.356127e+00,-8.109435e-02,3.182429e-01
1.833557142894510e-03,-5.376593e-02,3.369758e+00,-8.667246e-02,3.312501e-01
1.841927678608796e-03,-5.679632e-02,3.379768e+00,-9.133303e-02,3.407256e-01
1.850298214323081e-03,-5.925758e-02,3.386157e+00,-9.507605e-02,3.466692e-01
1.858668750037367e-03,-6.114969e-02,3.388926e+00,-9.790152e-02,3.490811e-01
1.867736830394509e-03,-6.230414e-02,3.386735e+00,-9.953190e-02,3.466168e-01
1.876804910751652e-03,-6.266829e-02,3.380307e+00,-9.990721e-02,3.400453e-01
1.885872991108795e-03,-6.224215e-02,3.369640e+00,-9.902745e-02,3.293664e-01
1.894941071465937e-03,-6.102572e-02,3.354735e+00,-9.689262e-02,3.145801e-01
1.904009151823080e-03,-5.901901e-02,3.335591e+00,-9.350274e-02,2.956865e-01
1.913077232180223e-03,-5.622200e-02,3.312210e+00,-8.885778e-02,2.726855e-01
1.922145312537365e-03,-5.263470e-02,3.284590e+00,-8.295776e-02,2.455772e-01
1.927376897358794e-03,-5.025044e-02,3.267215e+00,-7.905979e-02,2.285665e-01
1.932608482180222e-03,-4.767957e-02,3.249008e+00,-7.486925e-02,2.107711e-01
1.937840067001651e-03,-4.492211e-02,3.229970e+00,-7.038614e-02,1.921908e-01
1.943071651823079e-03,-4.197804e-02,3.210100e+00,-6.561045e-02,1.728257e-01
1.948303236644508e-03,-3.884736e-02,3.189397e+00,-6.054219e-02,1.526758e-01
1.953534821465936e-03,-3.553009e-02,3.167863e+00,-5.518136e-02,1.317410e-01
1.958766406287365e-03,-3.202621e-02,3.145497e+00,-4.952796e-02,1.100215e-01
1.961207812537365e-03,-3.035426e-02,3.134952e+00,-4.683325e-02,9.979404e-02
1.963649218787365e-03,-2.865791e-02,3.124329e+00,-4.410100e-02,8.949843e-02
1.966090625037365e-03,-2.693717e-02,3.113629e+00,-4.133121e-02,7.913466e-02
1.968532031287364e-03,-2.519204e-02,3.102851e+00,-3.852387e-02,6.870275e-02
1.970973437537364e-03,-2.342252e-02,3.091994e+00,-3.567899e-02,5.820268e-02
1.973414843787364e-03,-2.162860e-02,3.081060e+00,-3.279657e-02,4.763446e-02
1.975856250037364e-03,-1.981029e-02,3.070049e+00,-2.987660e-02,3.699810e-02
1.983180468787364e-03,-1.426355e-02,3.036880e+00,-2.097903e-02,5.008785e-03
1.990504687537364e-03,-8.597121e-03,3.003615e+00,-1.190387e-02,-2.699834e-02
1.993643638430221e-03,-6.134289e-03,2.989345e+00,-7.963824e-03,-4.070568e-02
1.996782589323078e-03,-3.671653e-03,2.975186e+00,-4.026692e-03,-5.429018e-02
1.999921540215935e-03,-1.209213e-03,2.961140e+00,-9.246859e-05,-6.775183e-02
2.003060491108792e-03,1.253031e-03,2.947206e+00,3.838845e-03,-8.109065e-02
2.006199442001649e-03,3.715078e-03,2.933385e+00,7.767248e-03,-9.430663e-02
2.009338392894506e-03,6.176930e-03,2.919675e+00,1.169274e-02,-1.073998e-01
2.012477343787364e-03,8.638585e-03,2.906077e+00,1.561533e-02,-1.203701e-01
2.017360156287363e-03,1.245860e-02,2.885209e+00,2.169699e-02,-1.402375e-01
2.022242968787363e-03,1.619729e-02,2.865061e+00,2.764257e-02,-1.593833e-01
2.027125781287363e-03,1.985468e-02,2.845633e+00,3.345205e-02,-1.778074e-01
2.032008593787363e-03,2.343075e-02,2.826925e+00,3.912544e-02,-1.955097e-01
2.036891406287363e-03,2.692550e-02,2.808936e+00,4.466274e-02,-2.124903e-01
2.041774218787363e-03,3.033894e-02,2.791668e+00,5.006395e-02,-2.287492e-01
2.046657031287363e-03,3.367107e-02,2.775119e+00,5.532907e-02,-2.442864e-01
2.054678794680220e-03,3.891142e-02,2.749887e+00,6.358998e-02,-2.678457e-01
2.062700558073077e-03,4.365204e-02,2.727968e+00,7.104050e-02,-2.882590e-01
2.070722321465934e-03,4.789294e-02,2.709361e+00,7.768062e-02,-3.055261e-01
2.078744084858791e-03,5.163410e-02,2.694067e+00,8.351034e-02,-3.196471e-01
2.086765848251648e-03,5.487553e-02,2.682085e+00,8.852966e-02,-3.306221e-01
2.094787611644504e-03,5.761724e-02,2.673415e+00,9.273858e-02,-3.384509e-01
2.102809375037362e-03,5.985921e-02,2.668057e+00,9.613711e-02,-3.431336e-01
2.111877455394504e-03,6.154928e-02,2.667218e+00,9.861836e-02,-3.436563e-01
2.120945535751647e-03,6.244315e-02,2.670816e+00,9.982984e-02,-3.400152e-01
2.130013616108789e-03,6.254083e-02,2.678851e+00,9.977156e-02,-3.322102e-01
2.139081696465932e-03,6.184230e-02,2.691322e+00,9.844352e-02,-3.202414e-01
2.148149776823075e-03,6.034757e-02,2.708229e+00,9.584570e-02,-3.041088e-01
2.157217857180218e-03,5.805664e-02,2.729573e+00,9.197812e-02,-2.838123e-01
2.166285937537360e-03,5.496951e-02,2.755353e+00,8.684077e-02,-2.593520e-01
2.171866294680217e-03,5.269827e-02,2.772963e+00,8.309561e-02,-2.425965e-01
2.177446651823074e-03,5.020165e-02,2.791583e+00,7.899749e-02,-2.248550e-01
2.183027008965931e-03,4.747964e-02,2.811213e+00,7.454641e-02,-2.061274e-01
2.188607366108788e-03,4.453223e-02,2.831854e+00,6.974237e-02,-1.864137e-01
2.194187723251645e-03,4.135944e-02,2.853506e+00,6.458537e-02,-1.657140e-01
2.199768080394502e-03,3.796127e-02,2.876167e+00,5.907540e-02,-1.440283e-01
2.205348437537359e-03,3.433770e-02,2.899840e+00,5.321247e-02,-1.213565e-01
2.208138616108788e-03,3.247409e-02,2.911822e+00,5.020208e-02,-1.098677e-01
2.210928794680217e-03,3.057639e-02,2.923908e+00,4.713959e-02,-9.827434e-02
2.213718973251645e-03,2.864459e-02,2.936096e+00,4.402498e-02,-8.657651e-02
2.216509151823073e-03,2.667870e-02,2.948387e+00,4.085826e-02,-7.477420e-02
2.219299330394502e-03,2.467872e-02,2.960782e+00,3.763944e-02,-6.286740e-02
2.222089508965931e-03,2.264464e-02,2.973279e+00,3.436850e-02,-5.085611e-02
2.224879687537359e-03,2.057647e-02,2.985879e+00,3.104545e-02,-3.874034e-02
2.229762500037359e-03,1.690817e-02,3.007971e+00,2.515795e-02,-1.748666e-02
2.231506361644502e-03,1.558020e-02,3.015890e+00,2.302858e-02,-9.863635e-03
2.233250223251645e-03,1.424630e-02,3.023805e+00,2.089073e-02,-2.243756e-03
2.234994084858787e-03,1.290648e-02,3.031715e+00,1.874439e-02,5.372974e-03
2.236737946465930e-03,1.156073e-02,3.039620e+00,1.658958e-02,1.298656e-02
2.238481808073073e-03,1.020905e-02,3.047520e+00,1.442629e-02,2.059699e-02
2.240225669680216e-03,8.851448e-03,3.055415e+00,1.225452e-02,2.820427e-02
2.241969531287359e-03,7.487919e-03,3.063306e+00,1.007427e-02,3.580841e-02
2.244759709858787e-03,5.294790e-03,3.075913e+00,6.569619e-03,4.796215e-02
2.247549888430216e-03,3.101767e-03,3.088421e+00,3.067650e-03,6.002190e-02
2.250340067001644e-03,9.088483e-04,3.100828e+00,-4.316432e-04,7.198765e-02
2.253130245573073e-03,-1.283965e-03,3.113136e+00,-3.928260e-03,8.385941e-02
2.255920424144501e-03,-3.476672e-03,3.125343e+00,-7.422199e-03,9.563717e-02
2.258710602715930e-03,-5.669274e-03,3.137451e+00,-1.091346e-02,1.073209e-01
2.261500781287358e-03,-7.861771e-03,3.149459e+00,-1.440205e-02,1.189107e-01
2.266383593787358e-03,-1.169667e-02,3.170208e+00,-2.049753e-02,1.389434e-01
2.271266406287358e-03,-1.545327e-02,3.190237e+00,-2.646121e-02,1.582803e-01
2.276149218787358e-03,-1.913157e-02,3.209548e+00,-3.229310e-02,1.769214e-01
2.281032031287358e-03,-2.273158e-02,3.228139e+00,-3.799319e-02,1.948668e-01
2.285914843787358e-03,-2.625328e-02,3.246012e+00,-4.356149e-02,2.121165e-01
2.290797656287358e-03,-2.969669e-02,3.263165e+00,-4.899799e-02,2.286703e-01
2.295680468787357e-03,-3.306181e-02,3.279599e+00,-5.430270e-02,2.445284e-01
2.303353459858786e-03,-3.813325e-02,3.303600e+00,-6.227834e-02,2.676737e-01
2.311026450930214e-03,-4.275498e-02,3.324663e+00,-6.952705e-02,2.879537e-01
2.318699442001643e-03,-4.692698e-02,3.342789e+00,-7.604882e-02,3.053685e-01
2.326372433073071e-03,-5.064927e-02,3.357976e+00,-8.184365e-02,3.199180e-01
2.334045424144499e-03,-5.392183e-02,3.370226e+00,-8.691155e-02,3.316022e-01
2.341718415215928e-03,-5.674467e-02,3.379539e+00,-9.125251e-02,3.404212e-01
2.349391406287356e-03,-5.911779e-02,3.385913e+00,-9.486654e-02,3.463749e-01
2.359157031287356e-03,-6.122424e-02,3.388514e+00,-9.800087e-02,3.485546e-01
2.368922656287356e-03,-6.240564e-02,3.386067e+00,-9.966408e-02,3.458347e-01
2.378688281287356e-03,-6.266197e-02,3.378572e+00,-9.985617e-02,3.382151e-01
2.388453906287356e-03,-6.199324e-02,3.366028e+00,-9.857714e-02,3.256958e-01
2.398219531287355e-03,-6.039946e-02,3.348436e+00,-9.582699e-02,3.082768e-01
2.407985156287355e-03,-5.788060e-02,3.325795e+00,-9.160573e-02,2.859582e-01
2.417750781287355e-03,-5.443669e-02,3.298106e+00,-8.591335e-02,2.587398e-01
2.422982366108783e-03,-5.224445e-02,3.281667e+00,-8.231822e-02,2.426249e-01
2.428213950930212e-03,-4.985513e-02,3.264326e+00,-7.841357e-02,2.256555e-01
2.433445535751640e-03,-4.726872e-02,3.246084e+00,-7.419939e-02,2.078316e-01
2.438677120573069e-03,-4.448522e-02,3.226939e+00,-6.967569e-02,1.891534e-01
2.443908705394497e-03,-4.150464e-02,3.206894e+00,-6.484247e-02,1.696207e-01
2.449140290215926e-03,-3.832697e-02,3.185946e+00,-5.969972e-02,1.492335e-01
2.454371875037354e-03,-3.495221e-02,3.164098e+00,-5.424745e-02,1.279919e-01
2.456813281287354e-03,-3.333952e-02,3.153788e+00,-5.164502e-02,1.179819e-01
2.459603459858782e-03,-3.145216e-02,3.141821e+00,-4.860168e-02,1.063698e-01
2.462393638430211e-03,-2.953232e-02,3.129749e+00,-4.550828e-02,9.466494e-02
2.465183817001640e-03,-2.757998e-02,3.117571e+00,-4.236483e-02,8.286713e-02
2.467973995573068e-03,-2.559515e-02,3.105288e+00,-3.917132e-02,7.097643e-02
2.470764174144496e-03,-2.357783e-02,3.092899e+00,-3.592776e-02,5.899282e-02
2.473554352715925e-03,-2.152802e-02,3.080405e+00,-3.263414e-02,4.691632e-02
2.476344531287354e-03,-1.944571e-02,3.067805e+00,-2.929047e-02,3.474692e-02
2.483668750037353e-03,-1.388950e-02,3.034621e+00,-2.037870e-02,2.749050e-03
2.490992968787353e-03,-8.216776e-03,3.001362e+00,-1.129442e-02,-2.924815e-02
2.498317187537353e-03,-2.475654e-03,2.968304e+00,-2.114527e-03,-6.097254e-02
2.500000000000000e-03,-1.152156e-03,2.960758e+00,-1.224647e-16,-6.820435e-02
