Freq.,abs(V(vout)/V(vs))
3.28035064642897e+000,-1.30165205968811e+001
3.28132843728655e+000,-1.30139951883897e+001
3.28230651959924e+000,-1.30114698718533e+001
3.28328489345392e+000,-1.30089446472902e+001
3.28426355893748e+000,-1.30064195147188e+001
3.28524251613686e+000,-1.30038944741577e+001
3.28622176513901e+000,-1.30013695256252e+001
3.28720130603091e+000,-1.29988446691399e+001
3.28818113889956e+000,-1.29963199047203e+001
3.28916126383199e+000,-1.29937952323850e+001
3.29014168091526e+000,-1.29912706521525e+001
3.29112239023646e+000,-1.29887461640414e+001
3.29210339188269e+000,-1.29862217680703e+001
3.29308468594108e+000,-1.29836974642579e+001
3.29406627249881e+000,-1.29811732526229e+001
3.29504815164304e+000,-1.29786491331840e+001
3.29603032346101e+000,-1.29761251059599e+001
3.29701278803994e+000,-1.29736011709694e+001
3.29799554546710e+000,-1.29710773282312e+001
3.29897859582979e+000,-1.29685535777642e+001
3.29996193921531e+000,-1.29660299195872e+001
3.30094557571101e+000,-1.29635063537190e+001
3.30192950540426e+000,-1.29609828801786e+001
3.30291372838246e+000,-1.29584594989848e+001
3.30389824473302e+000,-1.29559362101565e+001
3.30488305454340e+000,-1.29534130137129e+001
3.30586815790106e+000,-1.29508899096727e+001
3.30685355489351e+000,-1.29483668980552e+001
3.30783924560827e+000,-1.29458439788792e+001
3.30882523013289e+000,-1.29433211521638e+001
3.30981150855494e+000,-1.29407984179283e+001
3.31079808096204e+000,-1.29382757761916e+001
3.31178494744182e+000,-1.29357532269729e+001
3.31277210808192e+000,-1.29332307702914e+001
3.31375956297003e+000,-1.29307084061663e+001
3.31474731219386e+000,-1.29281861346167e+001
3.31573535584113e+000,-1.29256639556621e+001
3.31672369399963e+000,-1.29231418693215e+001
3.31771232675712e+000,-1.29206198756144e+001
3.31870125420142e+000,-1.29180979745601e+001
3.31969047642037e+000,-1.29155761661778e+001
3.32067999350184e+000,-1.29130544504871e+001
3.32166980553371e+000,-1.29105328275072e+001
3.32265991260391e+000,-1.29080112972577e+001
3.32365031480037e+000,-1.29054898597579e+001
3.32464101221107e+000,-1.29029685150274e+001
3.32563200492401e+000,-1.29004472630856e+001
3.32662329302719e+000,-1.28979261039521e+001
3.32761487660869e+000,-1.28954050376466e+001
3.32860675575656e+000,-1.28928840641884e+001
3.32959893055891e+000,-1.28903631835973e+001
3.33059140110387e+000,-1.28878423958929e+001
3.33158416747958e+000,-1.28853217010948e+001
3.33257722977424e+000,-1.28828010992228e+001
3.33357058807604e+000,-1.28802805902966e+001
3.33456424247322e+000,-1.28777601743358e+001
3.33555819305404e+000,-1.28752398513603e+001
3.33655243990678e+000,-1.28727196213899e+001
3.33754698311976e+000,-1.28701994844444e+001
3.33854182278130e+000,-1.28676794405436e+001
3.33953695897978e+000,-1.28651594897074e+001
3.34053239180359e+000,-1.28626396319557e+001
3.34152812134113e+000,-1.28601198673084e+001
3.34252414768086e+000,-1.28576001957855e+001
3.34352047091125e+000,-1.28550806174069e+001
3.34451709112078e+000,-1.28525611321927e+001
3.34551400839799e+000,-1.28500417401629e+001
3.34651122283142e+000,-1.28475224413374e+001
3.34750873450964e+000,-1.28450032357365e+001
3.34850654352126e+000,-1.28424841233802e+001
3.34950464995490e+000,-1.28399651042886e+001
3.35050305389922e+000,-1.28374461784820e+001
3.35150175544290e+000,-1.28349273459804e+001
3.35250075467465e+000,-1.28324086068041e+001
3.35350005168319e+000,-1.28298899609733e+001
3.35449964655729e+000,-1.28273714085083e+001
3.35549953938574e+000,-1.28248529494294e+001
3.35649973025735e+000,-1.28223345837569e+001
3.35750021926096e+000,-1.28198163115111e+001
3.35850100648542e+000,-1.28172981327124e+001
3.35950209201964e+000,-1.28147800473811e+001
3.36050347595254e+000,-1.28122620555378e+001
3.36150515837306e+000,-1.28097441572028e+001
3.36250713937016e+000,-1.28072263523967e+001
3.36350941903286e+000,-1.28047086411398e+001
3.36451199745017e+000,-1.28021910234527e+001
3.36551487471114e+000,-1.27996734993561e+001
3.36651805090486e+000,-1.27971560688704e+001
3.36752152612043e+000,-1.27946387320162e+001
3.36852530044697e+000,-1.27921214888142e+001
3.36952937397365e+000,-1.27896043392850e+001
3.37053374678965e+000,-1.27870872834494e+001
3.37153841898418e+000,-1.27845703213279e+001
3.37254339064648e+000,-1.27820534529414e+001
3.37354866186581e+000,-1.27795366783105e+001
3.37455423273147e+000,-1.27770199974562e+001
3.37556010333276e+000,-1.27745034103991e+001
3.37656627375904e+000,-1.27719869171601e+001
3.37757274409967e+000,-1.27694705177601e+001
3.37857951444405e+000,-1.27669542122199e+001
3.37958658488160e+000,-1.27644380005605e+001
3.38059395550178e+000,-1.27619218828029e+001
3.38160162639406e+000,-1.27594058589679e+001
3.38260959764795e+000,-1.27568899290765e+001
3.38361786935297e+000,-1.27543740931498e+001
3.38462644159869e+000,-1.27518583512089e+001
3.38563531447468e+000,-1.27493427032747e+001
3.38664448807056e+000,-1.27468271493684e+001
3.38765396247596e+000,-1.27443116895111e+001
3.38866373778055e+000,-1.27417963237240e+001
3.38967381407401e+000,-1.27392810520282e+001
3.39068419144608e+000,-1.27367658744449e+001
3.39169486998648e+000,-1.27342507909953e+001
3.39270584978499e+000,-1.27317358017007e+001
3.39371713093141e+000,-1.27292209065824e+001
3.39472871351556e+000,-1.27267061056617e+001
3.39574059762730e+000,-1.27241913989598e+001
3.39675278335650e+000,-1.27216767864982e+001
3.39776527079306e+000,-1.27191622682983e+001
3.39877806002692e+000,-1.27166478443813e+001
3.39979115114803e+000,-1.27141335147689e+001
3.40080454424639e+000,-1.27116192794824e+001
3.40181823941200e+000,-1.27091051385433e+001
3.40283223673489e+000,-1.27065910919731e+001
3.40384653630515e+000,-1.27040771397934e+001
3.40486113821285e+000,-1.27015632820257e+001
3.40587604254813e+000,-1.26990495186917e+001
3.40689124940112e+000,-1.26965358498128e+001
3.40790675886199e+000,-1.26940222754109e+001
3.40892257102095e+000,-1.26915087955074e+001
3.40993868596823e+000,-1.26889954101243e+001
3.41095510379408e+000,-1.26864821192830e+001
3.41197182458877e+000,-1.26839689230055e+001
3.41298884844262e+000,-1.26814558213135e+001
3.41400617544596e+000,-1.26789428142287e+001
3.41502380568915e+000,-1.26764299017730e+001
3.41604173926258e+000,-1.26739170839683e+001
3.41705997625666e+000,-1.26714043608363e+001
3.41807851676184e+000,-1.26688917323991e+001
3.41909736086859e+000,-1.26663791986786e+001
3.42011650866740e+000,-1.26638667596967e+001
3.42113596024880e+000,-1.26613544154753e+001
3.42215571570333e+000,-1.26588421660366e+001
3.42317577512158e+000,-1.26563300114024e+001
3.42419613859414e+000,-1.26538179515950e+001
3.42521680621164e+000,-1.26513059866363e+001
3.42623777806476e+000,-1.26487941165486e+001
3.42725905424416e+000,-1.26462823413538e+001
3.42828063484057e+000,-1.26437706610742e+001
3.42930251994472e+000,-1.26412590757320e+001
3.43032470964737e+000,-1.26387475853494e+001
3.43134720403933e+000,-1.26362361899486e+001
3.43237000321141e+000,-1.26337248895520e+001
3.43339310725446e+000,-1.26312136841817e+001
3.43441651625935e+000,-1.26287025738601e+001
3.43544023031698e+000,-1.26261915586096e+001
3.43646424951829e+000,-1.26236806384526e+001
3.43748857395423e+000,-1.26211698134114e+001
3.43851320371578e+000,-1.26186590835084e+001
3.43953813889395e+000,-1.26161484487661e+001
3.44056337957978e+000,-1.26136379092071e+001
3.44158892586434e+000,-1.26111274648537e+001
3.44261477783871e+000,-1.26086171157285e+001
3.44364093559401e+000,-1.26061068618541e+001
3.44466739922139e+000,-1.26035967032531e+001
3.44569416881202e+000,-1.26010866399481e+001
3.44672124445711e+000,-1.25985766719616e+001
3.44774862624787e+000,-1.25960667993164e+001
3.44877631427557e+000,-1.25935570220351e+001
3.44980430863148e+000,-1.25910473401406e+001
3.45083260940691e+000,-1.25885377536554e+001
3.45186121669321e+000,-1.25860282626023e+001
3.45289013058173e+000,-1.25835188670043e+001
3.45391935116386e+000,-1.25810095668840e+001
3.45494887853102e+000,-1.25785003622643e+001
3.45597871277466e+000,-1.25759912531681e+001
3.45700885398625e+000,-1.25734822396183e+001
3.45803930225729e+000,-1.25709733216378e+001
3.45907005767930e+000,-1.25684644992495e+001
3.46010112034384e+000,-1.25659557724765e+001
3.46113249034248e+000,-1.25634471413417e+001
3.46216416776685e+000,-1.25609386058681e+001
3.46319615270858e+000,-1.25584301660789e+001
3.46422844525932e+000,-1.25559218219970e+001
3.46526104551077e+000,-1.25534135736457e+001
3.46629395355464e+000,-1.25509054210479e+001
3.46732716948269e+000,-1.25483973642270e+001
3.46836069338668e+000,-1.25458894032060e+001
3.46939452535842e+000,-1.25433815380082e+001
3.47042866548973e+000,-1.25408737686567e+001
3.47146311387247e+000,-1.25383660951750e+001
3.47249787059851e+000,-1.25358585175862e+001
3.47353293575977e+000,-1.25333510359137e+001
3.47456830944819e+000,-1.25308436501808e+001
3.47560399175572e+000,-1.25283363604110e+001
3.47663998277437e+000,-1.25258291666274e+001
3.47767628259614e+000,-1.25233220688537e+001
3.47871289131310e+000,-1.25208150671133e+001
3.47974980901730e+000,-1.25183081614295e+001
3.48078703580085e+000,-1.25158013518260e+001
3.48182457175589e+000,-1.25132946383262e+001
3.48286241697456e+000,-1.25107880209537e+001
3.48390057154905e+000,-1.25082814997320e+001
3.48493903557158e+000,-1.25057750746849e+001
3.48597780913437e+000,-1.25032687458358e+001
3.48701689232971e+000,-1.25007625132085e+001
3.48805628524987e+000,-1.24982563768266e+001
3.48909598798718e+000,-1.24957503367139e+001
3.49013600063400e+000,-1.24932443928941e+001
3.49117632328269e+000,-1.24907385453909e+001
3.49221695602566e+000,-1.24882327942281e+001
3.49325789895535e+000,-1.24857271394296e+001
3.49429915216421e+000,-1.24832215810192e+001
3.49534071574472e+000,-1.24807161190207e+001
3.49638258978941e+000,-1.24782107534580e+001
3.49742477439081e+000,-1.24757054843551e+001
3.49846726964149e+000,-1.24732003117359e+001
3.49951007563405e+000,-1.24706952356244e+001
3.50055319246112e+000,-1.24681902560445e+001
3.50159662021534e+000,-1.24656853730204e+001
3.50264035898940e+000,-1.24631805865759e+001
3.50368440887600e+000,-1.24606758967353e+001
3.50472876996788e+000,-1.24581713035226e+001
3.50577344235780e+000,-1.24556668069620e+001
3.50681842613855e+000,-1.24531624070776e+001
3.50786372140294e+000,-1.24506581038935e+001
3.50890932824383e+000,-1.24481538974340e+001
3.50995524675409e+000,-1.24456497877234e+001
3.51100147702662e+000,-1.24431457747858e+001
3.51204801915434e+000,-1.24406418586457e+001
3.51309487323022e+000,-1.24381380393271e+001
3.51414203934723e+000,-1.24356343168546e+001
3.51518951759839e+000,-1.24331306912525e+001
3.51623730807674e+000,-1.24306271625452e+001
3.51728541087534e+000,-1.24281237307570e+001
3.51833382608729e+000,-1.24256203959125e+001
3.51938255380572e+000,-1.24231171580361e+001
3.52043159412377e+000,-1.24206140171523e+001
3.52148094713462e+000,-1.24181109732856e+001
3.52253061293147e+000,-1.24156080264606e+001
3.52358059160757e+000,-1.24131051767018e+001
3.52463088325617e+000,-1.24106024240339e+001
3.52568148797056e+000,-1.24080997684814e+001
3.52673240584406e+000,-1.24055972100691e+001
3.52778363697002e+000,-1.24030947488216e+001
3.52883518144180e+000,-1.24005923847636e+001
3.52988703935280e+000,-1.23980901179198e+001
3.53093921079647e+000,-1.23955879483150e+001
3.53199169586624e+000,-1.23930858759741e+001
3.53304449465561e+000,-1.23905839009217e+001
3.53409760725809e+000,-1.23880820231828e+001
3.53515103376721e+000,-1.23855802427822e+001
3.53620477427656e+000,-1.23830785597448e+001
3.53725882887971e+000,-1.23805769740954e+001
3.53831319767029e+000,-1.23780754858592e+001
3.53936788074197e+000,-1.23755740950609e+001
3.54042287818841e+000,-1.23730728017257e+001
3.54147819010332e+000,-1.23705716058786e+001
3.54253381658044e+000,-1.23680705075445e+001
3.54358975771353e+000,-1.23655695067485e+001
3.54464601359638e+000,-1.23630686035159e+001
3.54570258432281e+000,-1.23605677978716e+001
3.54675946998667e+000,-1.23580670898409e+001
3.54781667068184e+000,-1.23555664794489e+001
3.54887418650221e+000,-1.23530659667209e+001
3.54993201754172e+000,-1.23505655516820e+001
3.55099016389433e+000,-1.23480652343575e+001
3.55204862565402e+000,-1.23455650147728e+001
3.55310740291480e+000,-1.23430648929530e+001
3.55416649577073e+000,-1.23405648689237e+001
3.55522590431587e+000,-1.23380649427100e+001
3.55628562864432e+000,-1.23355651143375e+001
3.55734566885022e+000,-1.23330653838315e+001
3.55840602502770e+000,-1.23305657512174e+001
3.55946669727096e+000,-1.23280662165209e+001
3.56052768567421e+000,-1.23255667797672e+001
3.56158899033169e+000,-1.23230674409820e+001
3.56265061133766e+000,-1.23205682001909e+001
3.56371254878643e+000,-1.23180690574193e+001
3.56477480277231e+000,-1.23155700126929e+001
3.56583737338965e+000,-1.23130710660374e+001
3.56690026073284e+000,-1.23105722174783e+001
3.56796346489629e+000,-1.23080734670413e+001
3.56902698597443e+000,-1.23055748147522e+001
3.57009082406172e+000,-1.23030762606367e+001
3.57115497925266e+000,-1.23005778047206e+001
3.57221945164177e+000,-1.22980794470296e+001
3.57328424132359e+000,-1.22955811875895e+001
3.57434934839271e+000,-1.22930830264263e+001
3.57541477294373e+000,-1.22905849635657e+001
3.57648051507129e+000,-1.22880869990336e+001
3.57754657487003e+000,-1.22855891328560e+001
3.57861295243467e+000,-1.22830913650589e+001
3.57967964785990e+000,-1.22805936956680e+001
3.58074666124048e+000,-1.22780961247096e+001
3.58181399267119e+000,-1.22755986522096e+001
3.58288164224682e+000,-1.22731012781940e+001
3.58394961006222e+000,-1.22706040026890e+001
3.58501789621222e+000,-1.22681068257206e+001
3.58608650079174e+000,-1.22656097473149e+001
3.58715542389567e+000,-1.22631127674982e+001
3.58822466561897e+000,-1.22606158862965e+001
3.58929422605660e+000,-1.22581191037362e+001
3.59036410530357e+000,-1.22556224198434e+001
3.59143430345491e+000,-1.22531258346444e+001
3.59250482060567e+000,-1.22506293481655e+001
3.59357565685095e+000,-1.22481329604330e+001
3.59464681228585e+000,-1.22456366714732e+001
3.59571828700551e+000,-1.22431404813126e+001
3.59679008110511e+000,-1.22406443899774e+001
3.59786219467985e+000,-1.22381483974942e+001
3.59893462782496e+000,-1.22356525038894e+001
3.60000738063568e+000,-1.22331567091894e+001
3.60108045320731e+000,-1.22306610134207e+001
3.60215384563516e+000,-1.22281654166099e+001
3.60322755801456e+000,-1.22256699187835e+001
3.60430159044090e+000,-1.22231745199681e+001
3.60537594300956e+000,-1.22206792201903e+001
3.60645061581597e+000,-1.22181840194768e+001
3.60752560895559e+000,-1.22156889178541e+001
3.60860092252390e+000,-1.22131939153490e+001
3.60967655661642e+000,-1.22106990119882e+001
3.61075251132868e+000,-1.22082042077984e+001
3.61182878675625e+000,-1.22057095028064e+001
3.61290538299473e+000,-1.22032148970390e+001
3.61398230013974e+000,-1.22007203905229e+001
3.61505953828694e+000,-1.21982259832851e+001
3.61613709753202e+000,-1.21957316753524e+001
3.61721497797068e+000,-1.21932374667517e+001
3.61829317969866e+000,-1.21907433575099e+001
3.61937170281173e+000,-1.21882493476540e+001
3.62045054740569e+000,-1.21857554372109e+001
3.62152971357637e+000,-1.21832616262077e+001
3.62260920141961e+000,-1.21807679146713e+001
3.62368901103130e+000,-1.21782743026289e+001
3.62476914250736e+000,-1.21757807901074e+001
3.62584959594371e+000,-1.21732873771341e+001
3.62693037143634e+000,-1.21707940637360e+001
3.62801146908123e+000,-1.21683008499404e+001
3.62909288897441e+000,-1.21658077357743e+001
3.63017463121194e+000,-1.21633147212650e+001
3.63125669588990e+000,-1.21608218064398e+001
3.63233908310440e+000,-1.21583289913259e+001
3.63342179295158e+000,-1.21558362759506e+001
3.63450482552761e+000,-1.21533436603412e+001
3.63558818092869e+000,-1.21508511445251e+001
3.63667185925104e+000,-1.21483587285296e+001
3.63775586059092e+000,-1.21458664123822e+001
3.63884018504460e+000,-1.21433741961103e+001
3.63992483270842e+000,-1.21408820797412e+001
3.64100980367869e+000,-1.21383900633025e+001
3.64209509805180e+000,-1.21358981468218e+001
3.64318071592415e+000,-1.21334063303265e+001
3.64426665739215e+000,-1.21309146138441e+001
3.64535292255227e+000,-1.21284229974023e+001
3.64643951150098e+000,-1.21259314810287e+001
3.64752642433481e+000,-1.21234400647510e+001
3.64861366115030e+000,-1.21209487485967e+001
3.64970122204401e+000,-1.21184575325935e+001
3.65078910711255e+000,-1.21159664167693e+001
3.65187731645254e+000,-1.21134754011517e+001
3.65296585016064e+000,-1.21109844857685e+001
3.65405470833354e+000,-1.21084936706475e+001
3.65514389106796e+000,-1.21060029558165e+001
3.65623339846062e+000,-1.21035123413033e+001
3.65732323060832e+000,-1.21010218271359e+001
3.65841338760785e+000,-1.20985314133422e+001
3.65950386955603e+000,-1.20960410999500e+001
3.66059467654974e+000,-1.20935508869874e+001
3.66168580868585e+000,-1.20910607744822e+001
3.66277726606129e+000,-1.20885707624626e+001
3.66386904877300e+000,-1.20860808509565e+001
3.66496115691795e+000,-1.20835910399921e+001
3.66605359059315e+000,-1.20811013295973e+001
3.66714634989563e+000,-1.20786117198004e+001
3.66823943492246e+000,-1.20761222106294e+001
3.66933284577071e+000,-1.20736328021125e+001
3.67042658253752e+000,-1.20711434942779e+001
3.67152064532002e+000,-1.20686542871539e+001
3.67261503421540e+000,-1.20661651807687e+001
3.67370974932087e+000,-1.20636761751505e+001
3.67480479073365e+000,-1.20611872703277e+001
3.67590015855102e+000,-1.20586984663285e+001
3.67699585287026e+000,-1.20562097631814e+001
3.67809187378870e+000,-1.20537211609148e+001
3.67918822140369e+000,-1.20512326595569e+001
3.68028489581260e+000,-1.20487442591363e+001
3.68138189711286e+000,-1.20462559596814e+001
3.68247922540188e+000,-1.20437677612207e+001
3.68357688077716e+000,-1.20412796637827e+001
3.68467486333617e+000,-1.20387916673960e+001
3.68577317317644e+000,-1.20363037720890e+001
3.68687181039554e+000,-1.20338159778905e+001
3.68797077509104e+000,-1.20313282848291e+001
3.68907006736055e+000,-1.20288406929332e+001
3.69016968730172e+000,-1.20263532022318e+001
3.69126963501221e+000,-1.20238658127533e+001
3.69236991058974e+000,-1.20213785245267e+001
3.69347051413202e+000,-1.20188913375805e+001
3.69457144573681e+000,-1.20164042519437e+001
3.69567270550191e+000,-1.20139172676450e+001
3.69677429352512e+000,-1.20114303847132e+001
3.69787620990430e+000,-1.20089436031771e+001
3.69897845473732e+000,-1.20064569230658e+001
3.70008102812208e+000,-1.20039703444080e+001
3.70118393015651e+000,-1.20014838672328e+001
3.70228716093859e+000,-1.19989974915691e+001
3.70339072056629e+000,-1.19965112174458e+001
3.70449460913764e+000,-1.19940250448920e+001
3.70559882675069e+000,-1.19915389739368e+001
3.70670337350352e+000,-1.19890530046092e+001
3.70780824949424e+000,-1.19865671369383e+001
3.70891345482098e+000,-1.19840813709532e+001
3.71001898958192e+000,-1.19815957066831e+001
3.71112485387524e+000,-1.19791101441572e+001
3.71223104779918e+000,-1.19766246834046e+001
3.71333757145198e+000,-1.19741393244546e+001
3.71444442493194e+000,-1.19716540673365e+001
3.71555160833736e+000,-1.19691689120795e+001
3.71665912176659e+000,-1.19666838587129e+001
3.71776696531800e+000,-1.19641989072661e+001
3.71887513908999e+000,-1.19617140577685e+001
3.71998364318099e+000,-1.19592293102494e+001
3.72109247768947e+000,-1.19567446647382e+001
3.72220164271390e+000,-1.19542601212645e+001
3.72331113835281e+000,-1.19517756798576e+001
3.72442096470475e+000,-1.19492913405470e+001
3.72553112186830e+000,-1.19468071033624e+001
3.72664160994205e+000,-1.19443229683331e+001
3.72775242902466e+000,-1.19418389354889e+001
3.72886357921477e+000,-1.19393550048593e+001
3.72997506061109e+000,-1.19368711764739e+001
3.73108687331235e+000,-1.19343874503625e+001
3.73219901741729e+000,-1.19319038265546e+001
3.73331149302470e+000,-1.19294203050799e+001
3.73442430023339e+000,-1.19269368859684e+001
3.73553743914221e+000,-1.19244535692496e+001
3.73665090985002e+000,-1.19219703549533e+001
3.73776471245572e+000,-1.19194872431095e+001
3.73887884705826e+000,-1.19170042337479e+001
3.73999331375658e+000,-1.19145213268984e+001
3.74110811264967e+000,-1.19120385225909e+001
3.74222324383656e+000,-1.19095558208554e+001
3.74333870741630e+000,-1.19070732217217e+001
3.74445450348795e+000,-1.19045907252198e+001
3.74557063215064e+000,-1.19021083313798e+001
3.74668709350349e+000,-1.18996260402317e+001
3.74780388764568e+000,-1.18971438518055e+001
3.74892101467639e+000,-1.18946617661314e+001
3.75003847469486e+000,-1.18921797832393e+001
3.75115626780034e+000,-1.18896979031596e+001
3.75227439409211e+000,-1.18872161259222e+001
3.75339285366950e+000,-1.18847344515575e+001
3.75451164663184e+000,-1.18822528800956e+001
3.75563077307850e+000,-1.18797714115668e+001
3.75675023310890e+000,-1.18772900460013e+001
3.75787002682246e+000,-1.18748087834295e+001
3.75899015431865e+000,-1.18723276238816e+001
3.76011061569696e+000,-1.18698465673880e+001
3.76123141105690e+000,-1.18673656139792e+001
3.76235254049805e+000,-1.18648847636854e+001
3.76347400411996e+000,-1.18624040165371e+001
3.76459580202226e+000,-1.18599233725648e+001
3.76571793430459e+000,-1.18574428317990e+001
3.76684040106661e+000,-1.18549623942701e+001
3.76796320240802e+000,-1.18524820600087e+001
3.76908633842857e+000,-1.18500018290454e+001
3.77020980922800e+000,-1.18475217014108e+001
3.77133361490610e+000,-1.18450416771354e+001
3.77245775556269e+000,-1.18425617562500e+001
3.77358223129763e+000,-1.18400819387851e+001
3.77470704221079e+000,-1.18376022247715e+001
3.77583218840208e+000,-1.18351226142400e+001
3.77695766997144e+000,-1.18326431072211e+001
3.77808348701883e+000,-1.18301637037458e+001
3.77920963964425e+000,-1.18276844038449e+001
3.78033612794773e+000,-1.18252052075491e+001
3.78146295202933e+000,-1.18227261148893e+001
3.78259011198914e+000,-1.18202471258964e+001
3.78371760792727e+000,-1.18177682406014e+001
3.78484543994386e+000,-1.18152894590351e+001
3.78597360813910e+000,-1.18128107812285e+001
3.78710211261319e+000,-1.18103322072126e+001
3.78823095346637e+000,-1.18078537370184e+001
3.78936013079890e+000,-1.18053753706770e+001
3.79048964471108e+000,-1.18028971082195e+001
3.79161949530324e+000,-1.18004189496768e+001
3.79274968267573e+000,-1.17979408950802e+001
3.79388020692894e+000,-1.17954629444609e+001
3.79501106816328e+000,-1.17929850978499e+001
3.79614226647920e+000,-1.17905073552785e+001
3.79727380197717e+000,-1.17880297167779e+001
3.79840567475771e+000,-1.17855521823794e+001
3.79953788492134e+000,-1.17830747521143e+001
3.80067043256863e+000,-1.17805974260138e+001
3.80180331780018e+000,-1.17781202041093e+001
3.80293654071661e+000,-1.17756430864322e+001
3.80407010141858e+000,-1.17731660730139e+001
3.80520400000678e+000,-1.17706891638858e+001
3.80633823658191e+000,-1.17682123590793e+001
3.80747281124473e+000,-1.17657356586259e+001
3.80860772409600e+000,-1.17632590625571e+001
3.80974297523654e+000,-1.17607825709044e+001
3.81087856476718e+000,-1.17583061836994e+001
3.81201449278879e+000,-1.17558299009736e+001
3.81315075940226e+000,-1.17533537227587e+001
3.81428736470852e+000,-1.17508776490863e+001
3.81542430880853e+000,-1.17484016799881e+001
3.81656159180326e+000,-1.17459258154956e+001
3.81769921379374e+000,-1.17434500556408e+001
3.81883717488101e+000,-1.17409744004552e+001
3.81997547516615e+000,-1.17384988499706e+001
3.82111411475026e+000,-1.17360234042190e+001
3.82225309373449e+000,-1.17335480632319e+001
3.82339241221999e+000,-1.17310728270414e+001
3.82453207030797e+000,-1.17285976956793e+001
3.82567206809966e+000,-1.17261226691775e+001
3.82681240569630e+000,-1.17236477475678e+001
3.82795308319919e+000,-1.17211729308824e+001
3.82909410070964e+000,-1.17186982191531e+001
3.83023545832900e+000,-1.17162236124119e+001
3.83137715615866e+000,-1.17137491106909e+001
3.83251919430001e+000,-1.17112747140222e+001
3.83366157285450e+000,-1.17088004224378e+001
3.83480429192360e+000,-1.17063262359698e+001
3.83594735160880e+000,-1.17038521546504e+001
3.83709075201164e+000,-1.17013781785118e+001
3.83823449323366e+000,-1.16989043075861e+001
3.83937857537647e+000,-1.16964305419056e+001
3.84052299854169e+000,-1.16939568815026e+001
3.84166776283095e+000,-1.16914833264092e+001
3.84281286834595e+000,-1.16890098766578e+001
3.84395831518840e+000,-1.16865365322808e+001
3.84510410346003e+000,-1.16840632933104e+001
3.84625023326261e+000,-1.16815901597791e+001
3.84739670469796e+000,-1.16791171317192e+001
3.84854351786790e+000,-1.16766442091633e+001
3.84969067287429e+000,-1.16741713921437e+001
3.85083816981903e+000,-1.16716986806930e+001
3.85198600880404e+000,-1.16692260748437e+001
3.85313418993128e+000,-1.16667535746282e+001
3.85428271330272e+000,-1.16642811800793e+001
3.85543157902038e+000,-1.16618088912295e+001
3.85658078718631e+000,-1.16593367081113e+001
3.85773033790259e+000,-1.16568646307576e+001
3.85888023127131e+000,-1.16543926592008e+001
3.86003046739462e+000,-1.16519207934738e+001
3.86118104637467e+000,-1.16494490336093e+001
3.86233196831368e+000,-1.16469773796400e+001
3.86348323331386e+000,-1.16445058315987e+001
3.86463484147748e+000,-1.16420343895182e+001
3.86578679290682e+000,-1.16395630534314e+001
3.86693908770420e+000,-1.16370918233712e+001
3.86809172597197e+000,-1.16346206993703e+001
3.86924470781251e+000,-1.16321496814618e+001
3.87039803332823e+000,-1.16296787696786e+001
3.87155170262158e+000,-1.16272079640536e+001
3.87270571579501e+000,-1.16247372646199e+001
3.87386007295105e+000,-1.16222666714104e+001
3.87501477419221e+000,-1.16197961844583e+001
3.87616981962106e+000,-1.16173258037966e+001
3.87732520934020e+000,-1.16148555294584e+001
3.87848094345225e+000,-1.16123853614769e+001
3.87963702205987e+000,-1.16099152998852e+001
3.88079344526573e+000,-1.16074453447165e+001
3.88195021317256e+000,-1.16049754960040e+001
3.88310732588311e+000,-1.16025057537810e+001
3.88426478350014e+000,-1.16000361180807e+001
3.88542258612647e+000,-1.15975665889364e+001
3.88658073386495e+000,-1.15950971663814e+001
3.88773922681842e+000,-1.15926278504492e+001
3.88889806508981e+000,-1.15901586411730e+001
3.89005724878203e+000,-1.15876895385862e+001
3.89121677799805e+000,-1.15852205427224e+001
3.89237665284086e+000,-1.15827516536149e+001
3.89353687341348e+000,-1.15802828712973e+001
3.89469743981898e+000,-1.15778141958029e+001
3.89585835216042e+000,-1.15753456271655e+001
3.89701961054093e+000,-1.15728771654185e+001
3.89818121506365e+000,-1.15704088105956e+001
3.89934316583176e+000,-1.15679405627303e+001
3.90050546294846e+000,-1.15654724218563e+001
3.90166810651700e+000,-1.15630043880072e+001
3.90283109664063e+000,-1.15605364612169e+001
3.90399443342267e+000,-1.15580686415189e+001
3.90515811696644e+000,-1.15556009289470e+001
3.90632214737531e+000,-1.15531333235351e+001
3.90748652475266e+000,-1.15506658253169e+001
3.90865124920191e+000,-1.15481984343262e+001
3.90981632082652e+000,-1.15457311505970e+001
3.91098173972998e+000,-1.15432639741630e+001
3.91214750601580e+000,-1.15407969050583e+001
3.91331361978753e+000,-1.15383299433168e+001
3.91448008114874e+000,-1.15358630889723e+001
3.91564689020304e+000,-1.15333963420590e+001
3.91681404705407e+000,-1.15309297026108e+001
3.91798155180549e+000,-1.15284631706617e+001
3.91914940456102e+000,-1.15259967462460e+001
3.92031760542438e+000,-1.15235304293976e+001
3.92148615449933e+000,-1.15210642201507e+001
3.92265505188966e+000,-1.15185981185394e+001
3.92382429769921e+000,-1.15161321245979e+001
3.92499389203182e+000,-1.15136662383605e+001
3.92616383499139e+000,-1.15112004598614e+001
3.92733412668182e+000,-1.15087347891347e+001
3.92850476720707e+000,-1.15062692262149e+001
3.92967575667111e+000,-1.15038037711363e+001
